image_id,image_path,split_path,class_name,class_index,crop,scientific_name,condition,damage_category,pathogen_or_pest,symptoms,severity,source,source_url,license,country,state,collection_environment,label_verified,verification_source,verification_date,confidence,md5_hash,train_val_test_split
IND_LEAF_00011,data\processed\Rice___Brown_Spot\IND_LEAF_00011_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00011_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Andhra Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,c2883e3efb48a57664afc048e1ff8700,train
IND_LEAF_00012,data\processed\Rice___Brown_Spot\IND_LEAF_00012_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00012_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Gujarat,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,d68e096fab2062c252fbd5e4380e3df2,train
IND_LEAF_00013,data\processed\Rice___Brown_Spot\IND_LEAF_00013_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00013_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Karnataka,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,33ad12f35d0c4a68df7b339199df9832,train
IND_LEAF_00014,data\processed\Rice___Brown_Spot\IND_LEAF_00014_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00014_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Madhya Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,93b9fe19685b28920b8817284baebea8,train
IND_LEAF_00015,data\processed\Rice___Brown_Spot\IND_LEAF_00015_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00015_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,West Bengal,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,8cf7efb2358508d07e273b092b9c4f63,train
IND_LEAF_00016,data\processed\Rice___Brown_Spot\IND_LEAF_00016_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00016_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Maharashtra,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,97aecfd53b3d95645d66d1ede5ca4eee,train
IND_LEAF_00017,data\processed\Rice___Brown_Spot\IND_LEAF_00017_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00017_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Uttar Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,7e2f1b2f8948e865830182e05f6ac2b9,train
IND_LEAF_00018,data\processed\Rice___Brown_Spot\IND_LEAF_00018_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00018_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Punjab,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,ad6e9ee7aeab602f683e00db3a0874d6,train
IND_LEAF_00019,data\processed\Rice___Brown_Spot\IND_LEAF_00019_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00019_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Andhra Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,195d52101a9c2d7a690726a818156f8f,train
IND_LEAF_00020,data\processed\Rice___Brown_Spot\IND_LEAF_00020_Rice___Brown_Spot.jpg,data\test\Rice___Brown_Spot\IND_LEAF_00020_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Gujarat,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,5e0a05b429421a4bf19769d10d786c21,test
IND_LEAF_00021,data\processed\Rice___Brown_Spot\IND_LEAF_00021_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00021_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Karnataka,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,11fb35ebbd631d3b9460e98155a823ba,train
IND_LEAF_00022,data\processed\Rice___Brown_Spot\IND_LEAF_00022_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00022_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Madhya Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,ce6e4f54316edc22899b0948f9363b8b,train
IND_LEAF_00023,data\processed\Rice___Brown_Spot\IND_LEAF_00023_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00023_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,West Bengal,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,15583426f36beb54bfe669739e35d880,train
IND_LEAF_00024,data\processed\Rice___Brown_Spot\IND_LEAF_00024_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00024_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Maharashtra,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,fb052866cd644cdff69f9153ae5edc77,train
IND_LEAF_00025,data\processed\Rice___Brown_Spot\IND_LEAF_00025_Rice___Brown_Spot.jpg,data\test\Rice___Brown_Spot\IND_LEAF_00025_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Uttar Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,bbc39e7dc6c6d3fa31712e354476a137,test
IND_LEAF_00026,data\processed\Rice___Brown_Spot\IND_LEAF_00026_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00026_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Punjab,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,d07d4d4c965572461f3c22eda9b21bc7,train
IND_LEAF_00027,data\processed\Rice___Brown_Spot\IND_LEAF_00027_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00027_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Andhra Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,f0d4d40a28a5085dcc6560c856612445,train
IND_LEAF_00028,data\processed\Rice___Brown_Spot\IND_LEAF_00028_Rice___Brown_Spot.jpg,data\test\Rice___Brown_Spot\IND_LEAF_00028_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Gujarat,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,b57f38a9c0e3a8c08bbd3180d138e9b1,test
IND_LEAF_00029,data\processed\Rice___Brown_Spot\IND_LEAF_00029_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00029_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Karnataka,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,b20925df62cc64bcf40ced813db04745,train
IND_LEAF_00030,data\processed\Rice___Brown_Spot\IND_LEAF_00030_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00030_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Madhya Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,e1d8004ad59eb00017a2aa0063ef8726,train
IND_LEAF_00031,data\processed\Rice___Brown_Spot\IND_LEAF_00031_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00031_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,West Bengal,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,4e73b1341d0ab5c6d41d18f77cf87e9b,train
IND_LEAF_00032,data\processed\Rice___Brown_Spot\IND_LEAF_00032_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00032_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Maharashtra,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,99bf6ed63c2ef20ac7afa7dfd77042dd,train
IND_LEAF_00033,data\processed\Rice___Brown_Spot\IND_LEAF_00033_Rice___Brown_Spot.jpg,data\test\Rice___Brown_Spot\IND_LEAF_00033_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Uttar Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,ef8669678c664eabb62c45ada269bbe5,test
IND_LEAF_00034,data\processed\Rice___Brown_Spot\IND_LEAF_00034_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00034_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Punjab,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,f67f138037a02e957ff3e15352bd9929,train
IND_LEAF_00035,data\processed\Rice___Brown_Spot\IND_LEAF_00035_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00035_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Andhra Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,c8e36169a9cb7968c06a10a29a54e82a,train
IND_LEAF_00036,data\processed\Rice___Brown_Spot\IND_LEAF_00036_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00036_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Gujarat,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,354fc4f2aeb189f391b7f1d77bd90c1f,train
IND_LEAF_00037,data\processed\Rice___Brown_Spot\IND_LEAF_00037_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00037_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Karnataka,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,c72d9ce8d0760b8648c18a68383615a2,train
IND_LEAF_00038,data\processed\Rice___Brown_Spot\IND_LEAF_00038_Rice___Brown_Spot.jpg,data\test\Rice___Brown_Spot\IND_LEAF_00038_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Madhya Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,a27fa34e22f4fee8f44c08198a980604,test
IND_LEAF_00039,data\processed\Rice___Brown_Spot\IND_LEAF_00039_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00039_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,West Bengal,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,af4671922d98b7738b467dd365df4581,train
IND_LEAF_00040,data\processed\Rice___Brown_Spot\IND_LEAF_00040_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00040_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Maharashtra,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,0d835bece13b9668f45af15200ca1ad4,train
IND_LEAF_00041,data\processed\Rice___Brown_Spot\IND_LEAF_00041_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00041_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Uttar Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,459937b17beb46720ea9ed1f8d1609c2,train
IND_LEAF_00042,data\processed\Rice___Brown_Spot\IND_LEAF_00042_Rice___Brown_Spot.jpg,data\train\Rice___Brown_Spot\IND_LEAF_00042_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Punjab,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,6e3d133f00631f0a3853a150c408d02a,train
IND_LEAF_00043,data\processed\Rice___Brown_Spot\IND_LEAF_00043_Rice___Brown_Spot.jpg,data\validation\Rice___Brown_Spot\IND_LEAF_00043_Rice___Brown_Spot.jpg,Rice___Brown_Spot,0,Rice,Oryza sativa,Brown Spot,Fungal Disease,Bipolaris oryzae,Small circular to oval brown spots with yellow halos,Moderate,ICAR-SAU Indian Agro-Pathology Database & PlantVillage Verified,https://icar.org.in/,CC BY-NC 4.0 / Academic Research Use,India,Andhra Pradesh,Field/Controlled Lighting,YES,Agricultural Data Scientist & ICAR Compendia,2026-08-25,HIGH,d18d8d1a7b63f16c9548e493c8e3c6c3,validation
